Rs,u2,Tmax,Tmin,RH,pr,ETo
20.9,0.8,32.2,24.8,85.2,7.9,4.4
16.5,1.5,31.3,24.7,86.0,4.5,3.6
19.9,0.8,32.7,24.0,84.8,17.5,4.2
18.5,0.6,32.2,24.6,85.1,0.4,3.9
21.3,0.6,32.1,24.6,82.8,1.4,4.4
18.9,0.8,31.5,24.9,86.3,1.3,4.0
22.0,0.8,32.8,24.8,83.5,4.7,4.6
17.8,1.0,32.1,24.7,85.0,1.5,3.8
20.2,0.8,31.9,24.8,82.2,2.3,4.2
15.5,1.3,31.9,24.8,85.6,1.6,3.5
19.7,0.6,32.1,25.0,84.3,0.3,4.1
22.0,0.8,32.8,24.5,81.6,2.6,4.6
19.9,0.9,32.7,24.6,80.7,2.1,4.2
16.8,0.4,30.9,23.7,84.2,0.0,3.4
21.3,0.3,33.0,23.3,85.1,8.4,4.3
11.9,0.6,31.0,24.4,91.0,4.1,2.6
9.5,0.6,28.7,24.0,90.3,2.9,2.1
17.0,0.1,31.2,23.8,85.4,6.7,3.5
21.2,0.1,33.0,23.2,82.4,6.4,4.2
21.9,0.6,33.0,23.7,81.9,0.1,4.5
22.8,1.5,33.2,23.5,78.9,0.9,4.9
20.7,1.1,31.9,24.2,84.2,1.8,4.3
18.5,0.8,31.5,24.0,81.9,1.5,3.9
20.8,1.5,32.7,23.7,83.0,2.8,4.4
19.4,0.1,32.1,24.5,84.0,1.0,3.9
17.5,0.5,31.1,23.8,87.4,10.0,3.6
11.9,0.5,30.5,24.0,86.8,7.2,2.6
17.2,0.3,30.5,22.5,87.2,22.9,3.4
14.1,0.5,31.2,24.7,88.8,2.1,3.0
15.2,0.8,29.8,23.7,88.9,7.0,3.1
20.7,0.6,32.2,23.7,85.4,2.5,4.2
14.9,0.6,30.3,23.6,87.4,1.1,3.1
15.6,0.1,31.1,23.8,87.8,8.2,3.2
14.4,0.5,26.9,23.2,89.6,11.4,2.8
18.1,1.0,31.8,23.6,87.1,2.4,3.8
14.8,1.0,30.3,22.7,85.8,30.0,3.1
14.5,1.2,29.7,23.8,89.5,2.5,3.0
14.8,1.0,30.4,23.5,89.5,4.6,3.1
20.0,0.1,32.6,23.5,88.0,3.0,4.0
18.7,0.1,31.9,24.8,84.9,4.2,3.8
19.3,1.1,32.2,24.6,83.7,8.6,4.1
20.1,0.3,31.9,23.5,86.4,2.8,4.0
20.1,1.0,32.2,23.5,86.6,3.0,4.1
16.2,0.5,30.9,23.8,86.2,10.8,3.3
19.0,1.5,31.8,24.0,85.4,2.3,4.0
13.0,0.6,29.9,22.8,89.0,25.4,2.7
16.1,0.6,30.9,22.0,87.1,29.8,3.3
18.9,0.3,31.8,23.4,84.2,4.6,3.8
20.1,0.4,32.4,23.9,84.4,5.1,4.1
21.2,0.3,33.0,24.6,83.2,4.0,4.3
17.6,1.1,31.5,24.2,87.6,1.8,3.7
16.1,0.1,30.5,23.0,86.2,8.2,3.2
20.6,0.1,31.1,23.6,86.1,3.4,4.1
20.7,0.2,31.7,24.0,84.8,1.4,4.1
20.2,1.5,32.2,24.2,83.4,2.9,4.3
18.9,0.6,32.7,24.5,85.8,1.3,3.9
21.5,0.9,31.5,24.6,83.3,1.5,4.4
21.9,1.1,32.1,24.6,81.4,1.3,4.5
21.4,1.3,32.1,24.5,81.4,0.4,4.5
19.8,0.1,35.2,23.8,83.9,2.8,4.1
19.5,0.6,32.8,24.2,83.3,5.1,4.1
21.3,0.8,33.1,24.2,81.6,3.8,4.4
14.7,0.5,31.9,24.5,83.3,5.4,3.2
12.3,0.5,31.1,23.7,87.2,4.2,2.7
20.0,0.4,32.1,23.5,81.5,7.5,4.0
22.1,2.0,32.4,24.5,81.5,0.0,4.7
21.2,0.1,33.0,23.8,81.9,0.0,4.3
16.8,1.5,32.0,24.6,87.4,0.1,3.6
15.9,0.9,31.1,23.4,83.9,9.5,3.4
16.0,0.6,30.9,23.5,85.4,7.5,3.3
22.3,1.5,31.3,23.8,79.0,22.1,4.6
22.2,0.8,31.7,22.9,80.5,2.8,4.5
21.4,1.1,32.2,23.7,82.0,0.0,4.4
17.2,0.2,31.7,24.2,86.5,0.0,3.5
22.1,0.6,30.9,23.5,82.9,4.9,4.4
21.3,1.0,32.4,23.2,83.1,0.0,4.4
22.8,0.3,32.8,22.9,81.1,4.3,4.5
20.8,1.5,32.7,24.0,83.5,0.0,4.4
19.9,0.6,31.8,24.6,84.4,9.2,4.1
18.9,1.0,31.5,23.6,86.0,0.3,3.9
22.4,0.0,32.7,23.8,82.2,0.6,4.5
22.8,0.1,33.0,23.8,81.5,0.1,4.6
21.2,0.6,32.7,24.3,81.7,0.0,4.4
21.8,1.1,33.2,24.0,81.0,0.0,4.6
22.1,1.1,32.5,24.3,81.5,5.0,4.6
22.4,0.6,32.7,24.8,81.0,0.9,4.6
22.1,1.0,32.1,23.8,79.9,1.4,4.6
23.3,0.6,33.9,25.3,76.9,1.7,4.9
23.3,0.6,34.0,23.8,75.2,0.0,4.8
22.5,0.8,33.4,25.2,78.1,0.0,4.8
19.0,1.1,33.4,24.6,81.0,0.0,4.2
22.2,0.6,32.8,24.0,78.1,1.5,4.6
22.3,2.0,33.1,25.6,80.2,0.0,5.0
20.8,0.6,33.3,24.4,83.4,5.6,4.4
22.7,0.6,33.2,24.1,80.7,1.3,4.7
21.9,1.0,33.2,23.5,80.3,0.9,4.6
23.1,1.0,32.4,23.7,80.9,1.5,4.8
23.0,1.5,32.8,25.4,80.6,4.2,5.0
23.7,2.0,33.1,24.8,79.4,2.2,5.2
23.7,2.0,33.4,26.0,79.0,0.0,5.3
23.4,1.1,33.4,26.0,80.7,0.2,5.0
19.1,0.6,34.1,26.0,81.3,0.0,4.2
24.2,1.5,33.2,24.8,79.2,3.5,5.2
23.4,2.0,32.8,26.6,79.8,0.0,5.2
23.2,1.8,33.2,25.0,80.7,1.1,5.1
23.1,0.6,34.0,24.6,79.2,0.4,4.9
23.2,1.3,33.2,24.4,78.4,1.9,5.0
23.9,1.7,33.2,24.0,78.6,0.0,5.2
24.7,1.1,33.2,23.5,77.0,0.0,5.2
24.7,1.5,33.1,23.5,78.1,0.2,5.3
24.7,0.8,33.1,24.2,77.6,0.4,5.1
24.4,1.3,33.7,23.8,78.2,0.0,5.2
24.5,1.3,33.8,24.6,77.1,0.3,5.3
23.4,1.1,33.8,25.4,76.7,0.0,5.1
22.2,1.3,32.7,24.8,79.0,0.4,4.8
23.4,2.0,33.7,25.8,77.4,0.0,5.4
24.6,1.5,33.2,24.0,75.9,0.0,5.4
24.8,1.8,33.1,24.4,75.9,0.0,5.5
23.6,1.8,33.7,25.2,75.3,0.0,5.4
23.9,1.8,33.4,24.0,78.1,0.0,5.3
22.1,0.8,34.0,25.0,80.1,0.0,4.8
21.4,1.1,34.2,24.2,80.4,0.0,4.7
21.9,0.6,33.2,25.0,80.6,9.1,4.7
22.8,1.3,34.4,25.1,79.9,0.9,5.1
24.5,1.5,34.8,24.6,76.5,0.0,5.5
24.6,1.8,33.8,24.8,75.9,0.0,5.5
24.3,2.0,33.1,24.6,75.7,0.2,5.5
24.7,2.3,32.7,23.6,74.2,0.0,5.6
25.1,1.5,33.1,23.2,74.6,0.0,5.4
25.0,0.8,34.2,23.3,75.6,0.0,5.3
24.1,0.4,34.4,23.6,75.6,0.0,5.0
22.9,1.3,33.5,24.6,76.9,0.0,5.1
21.2,1.0,34.2,23.8,80.6,0.0,4.7
22.9,1.7,33.2,25.3,78.2,1.4,5.2
22.2,1.8,33.8,25.8,79.7,0.2,5.1
23.8,1.8,33.4,25.3,74.2,0.4,5.5
23.8,1.5,33.4,24.7,77.4,0.9,5.3
24.8,0.9,33.7,24.2,76.9,1.3,5.3
24.5,1.8,33.8,24.4,74.2,0.3,5.6
24.5,1.8,33.7,24.4,78.1,0.6,5.4
24.0,1.0,34.4,25.0,79.9,0.0,5.2
24.8,1.3,33.4,24.6,77.4,0.9,5.4
23.0,2.1,32.7,24.2,77.4,0.0,5.2
25.4,1.3,33.2,24.5,74.9,0.0,5.5
24.2,0.8,33.8,23.5,75.1,0.0,5.1
21.8,1.7,33.9,23.1,80.1,0.0,4.9
24.8,1.6,32.8,23.2,76.2,8.2,5.3
24.3,1.5,33.2,23.1,74.3,0.2,5.3
25.1,2.3,32.8,23.8,74.9,0.0,5.6
24.8,1.3,33.2,22.9,76.4,0.0,5.3
24.5,0.8,33.4,23.0,78.1,0.0,5.1
25.1,1.5,33.7,24.0,76.7,0.0,5.5
25.3,1.7,34.8,24.2,78.2,0.0,5.7
23.6,1.0,34.7,24.8,77.4,0.0,5.2
24.7,1.3,34.2,26.4,76.8,0.0,5.5
24.0,2.0,33.7,25.5,74.6,0.0,5.6
21.6,2.0,33.7,24.8,78.1,0.0,5.0
19.9,0.8,33.8,24.4,76.5,0.0,4.4
23.0,1.1,33.2,25.4,76.6,0.0,5.0
24.8,2.0,32.5,25.0,73.2,0.0,5.6
23.0,1.6,32.8,23.0,75.4,0.0,5.1
24.4,1.1,33.3,23.5,77.1,0.0,5.2
23.3,1.8,33.4,23.5,76.2,0.0,5.2
24.3,1.6,33.2,24.7,74.9,0.0,5.4
25.2,1.1,33.7,25.0,73.7,0.0,5.5
25.3,0.9,33.5,23.6,72.9,0.2,5.3
24.6,2.0,33.2,24.6,73.1,0.1,5.6
24.3,2.0,33.5,24.7,72.8,0.0,5.6
22.4,1.5,33.8,24.6,75.2,0.0,5.1
20.8,2.0,33.4,24.8,77.4,0.0,4.9
20.5,1.6,33.6,25.1,80.9,0.0,4.7
18.3,0.8,32.5,24.1,81.5,5.1,4.0
18.8,1.1,32.5,24.0,78.6,16.3,4.2
15.2,2.2,31.3,22.9,83.6,2.6,3.6
23.3,2.0,32.5,23.0,79.1,10.9,5.1
24.1,2.0,32.8,24.2,75.2,0.0,5.4
23.4,1.1,33.8,22.7,75.6,0.0,5.0
20.4,0.6,33.4,22.9,77.9,0.7,4.3
21.2,0.6,34.4,25.2,76.4,0.0,4.6
23.7,1.1,33.7,25.0,75.1,1.2,5.2
24.2,1.6,33.7,25.0,73.6,0.0,5.4
24.1,1.6,34.1,24.1,74.8,0.0,5.4
23.6,1.5,33.4,25.0,74.4,0.3,5.3
22.7,2.2,33.1,25.0,78.6,1.9,5.1
20.5,1.6,33.2,25.0,76.6,0.0,4.7
24.4,1.8,33.1,23.5,74.6,0.0,5.4
24.5,0.7,32.7,22.9,75.8,0.0,5.0
24.0,1.5,33.1,24.1,75.1,0.0,5.3
24.2,2.2,33.2,24.3,75.8,0.0,5.5
23.9,1.6,33.2,24.1,72.6,0.1,5.3
24.1,1.6,33.4,24.2,72.8,0.0,5.4
20.6,2.4,33.2,25.0,76.1,0.0,5.0
22.6,1.1,33.1,24.8,74.4,0.0,4.9
24.3,1.6,33.4,23.3,72.6,0.0,5.4
18.9,1.5,33.8,24.0,75.4,0.0,4.5
22.8,2.5,33.4,24.0,74.9,0.0,5.4
23.8,1.6,33.7,23.9,73.2,0.0,5.3
21.7,1.8,33.5,24.8,74.3,0.0,5.0
23.4,2.0,33.8,24.0,74.4,0.0,5.4
22.3,1.5,33.5,23.5,73.4,0.0,5.0
21.3,1.6,33.1,23.3,73.9,0.0,4.8
21.6,1.6,32.9,23.2,73.6,0.0,4.9
21.1,0.6,33.7,24.0,75.0,0.0,4.5
20.0,1.6,33.1,24.1,77.7,0.0,4.5
16.2,2.0,33.0,24.5,79.6,4.4,4.0
21.4,1.7,33.4,24.0,73.8,1.0,4.9
22.7,1.3,34.0,24.5,73.2,1.2,5.1
19.2,1.8,33.7,24.8,75.9,0.0,4.6
17.6,1.1,32.8,26.0,78.4,0.5,4.0
10.2,1.5,29.7,22.3,85.7,16.9,2.5
21.0,1.1,33.1,22.4,78.5,14.6,4.5
21.7,2.0,33.7,25.0,77.3,0.1,5.0
21.4,2.2,33.1,25.2,76.7,0.0,5.0
20.4,2.0,33.0,25.5,76.8,0.0,4.8
21.6,1.8,33.2,24.1,77.2,0.0,4.9
21.3,1.8,32.8,24.8,77.6,0.0,4.8
20.4,2.4,32.8,25.0,78.6,0.0,4.8
19.6,2.1,32.8,24.2,77.2,0.0,4.6
21.4,2.8,35.8,24.7,78.0,0.0,5.4
20.5,2.7,32.7,24.7,76.8,0.0,4.9
21.7,3.4,33.2,25.0,79.1,0.0,5.2
21.3,3.2,32.8,25.0,80.4,0.0,5.0
22.2,3.2,33.4,24.8,79.6,0.0,5.2
18.7,3.3,33.2,25.6,77.8,2.0,4.8
21.5,3.7,33.8,27.0,76.1,0.0,5.6
22.4,3.2,33.7,24.8,74.6,2.9,5.6
22.5,2.6,33.5,24.9,76.9,0.0,5.3
21.0,2.6,33.2,25.8,76.8,0.0,5.1
18.0,3.3,32.7,24.9,76.9,0.0,4.7
21.4,3.3,33.1,24.7,76.5,0.0,5.3
22.2,2.8,33.4,24.0,75.9,0.0,5.3
23.3,3.2,33.1,24.4,77.2,0.0,5.5
21.0,3.1,33.2,24.7,77.4,1.1,5.1
21.5,2.6,33.4,25.0,78.6,2.8,5.1
21.7,2.7,32.5,25.0,79.9,7.3,5.0
19.7,2.2,31.7,24.2,79.8,10.8,4.5
21.3,1.9,32.2,24.0,79.9,3.7,4.7
21.2,2.4,32.4,24.1,80.3,5.0,4.8
19.6,1.5,33.1,24.2,80.2,6.4,4.4
19.1,1.7,32.7,24.1,79.3,4.9,4.4
11.6,1.5,30.8,24.5,85.0,6.0,2.8
13.9,2.1,32.4,23.5,88.7,5.1,3.2
9.0,1.4,28.7,23.8,93.6,13.7,2.0
10.4,0.9,28.9,23.2,91.3,10.9,2.3
13.8,0.6,31.7,23.2,91.1,10.4,3.0
18.3,1.5,31.3,23.4,85.6,2.5,3.9
22.3,2.2,31.7,22.2,79.2,1.6,4.8
20.0,1.8,31.6,24.3,80.5,1.9,4.4
18.7,1.3,32.1,25.4,81.0,0.7,4.2
20.5,1.2,32.7,24.0,80.9,2.8,4.4
16.1,1.7,30.3,23.4,90.7,4.6,3.3
22.4,1.5,32.2,22.7,82.0,6.5,4.7
17.2,1.6,31.9,23.2,84.3,0.5,3.8
11.5,1.7,29.0,24.2,88.2,17.6,2.7
15.0,1.5,30.1,23.0,85.9,15.2,3.3
15.5,1.5,30.9,22.9,85.6,21.6,3.4
13.9,1.3,30.8,22.9,89.7,8.8,3.0
10.3,1.9,29.5,22.9,87.0,21.0,2.5
16.9,2.4,31.2,22.9,91.8,6.8,3.5
18.3,1.5,31.3,23.2,83.7,6.2,4.0
16.8,1.2,30.3,22.5,87.6,24.2,3.5
16.9,1.0,30.5,22.9,86.8,7.2,3.5
14.9,1.6,29.5,23.5,88.6,17.7,3.2
20.6,2.1,31.7,23.8,84.2,15.5,4.4
20.1,2.3,31.5,23.7,85.2,0.9,4.3
18.4,2.1,31.4,24.1,88.3,4.4,3.9
13.6,2.3,30.7,24.6,88.9,14.8,3.1
12.5,1.8,28.3,22.7,88.3,10.6,2.8
11.9,1.0,32.0,21.4,86.8,11.6,2.8
23.1,1.7,32.1,22.1,83.1,10.0,4.8
10.8,1.7,27.7,23.5,88.9,18.4,2.4
18.1,2.4,31.2,22.1,87.6,17.8,3.9
14.2,1.2,31.0,23.1,87.8,24.3,3.1
11.6,1.9,29.1,23.2,87.7,26.6,2.7
18.4,2.5,31.1,23.0,88.0,12.9,3.9
9.3,1.8,28.7,23.2,95.9,30.0,2.0
11.4,1.0,29.1,22.9,89.4,38.4,2.5
13.5,1.4,31.4,22.7,90.1,3.6,3.0
12.8,2.1,29.7,23.0,87.6,7.9,2.9
10.5,1.0,30.0,22.8,89.8,8.6,2.4
19.2,2.3,31.2,22.7,85.0,10.1,4.1
15.4,1.7,30.2,22.7,91.4,12.9,3.2
16.0,1.1,30.1,23.5,87.6,22.2,3.4
21.7,2.0,31.8,23.5,85.2,6.5,4.6
13.7,1.7,30.1,23.9,89.9,4.8,3.0
20.0,2.5,31.9,23.5,84.0,9.3,4.4
20.3,2.3,31.5,23.9,85.9,2.7,4.3
20.7,1.8,31.9,24.4,86.0,5.6,4.4
21.8,2.6,31.3,24.0,81.4,5.5,4.8
21.5,2.0,32.2,23.5,80.8,1.8,4.7
19.7,2.2,33.0,23.9,84.4,1.4,4.4
12.4,1.3,30.5,23.2,89.2,1.3,2.8
15.2,0.8,31.7,23.8,88.9,17.2,3.3
17.2,1.9,31.2,23.7,87.2,16.6,3.7
23.8,2.0,32.2,24.1,82.2,4.3,5.1
17.3,1.7,30.7,24.2,83.2,4.5,3.9
18.0,1.6,31.8,24.2,86.3,7.2,3.9
17.8,1.6,33.2,23.8,89.2,4.4,3.9
12.4,1.2,30.0,22.1,90.8,60.0,2.7
10.0,0.7,25.7,22.7,91.1,23.1,2.2
16.2,0.9,31.0,22.0,91.4,29.8,3.4
13.1,1.2,30.5,23.0,88.7,8.2,2.9
17.0,1.3,31.6,22.5,88.5,6.1,3.6
15.8,1.0,31.7,23.2,91.4,17.8,3.4
10.6,2.3,25.7,23.2,89.4,27.8,2.4
15.0,0.9,31.2,23.2,90.0,25.0,3.2
11.5,1.2,30.5,23.0,90.8,15.3,2.6
20.7,0.8,32.1,22.8,85.0,1.7,4.3
18.1,1.6,32.8,24.2,86.9,0.3,4.0
22.6,2.4,32.1,24.2,82.2,3.3,4.9
16.0,1.7,30.5,23.8,87.2,12.7,3.5
10.0,1.2,29.3,23.5,91.2,13.1,2.3
18.9,1.4,32.1,24.2,88.1,8.6,4.0
14.0,1.5,28.3,24.6,89.3,6.7,3.0
19.6,1.5,32.2,23.2,87.8,0.6,4.2
17.7,1.7,32.2,24.0,87.8,3.1,3.9
12.9,1.9,30.5,24.3,90.3,2.4,2.9
10.7,1.4,29.8,23.7,92.8,25.0,2.4
9.6,1.3,26.5,24.0,94.2,32.5,2.1
15.4,1.6,31.5,23.5,88.7,11.0,3.4
20.5,2.4,31.5,22.7,81.4,1.9,4.5
15.1,2.2,31.5,22.7,83.3,1.5,3.6
15.3,1.3,32.2,23.1,90.6,0.0,3.3
15.3,1.2,31.5,23.2,90.5,10.4,3.3
17.3,0.9,32.2,23.9,88.9,7.5,3.7
18.8,1.3,32.0,23.9,90.1,6.3,4.0
13.7,2.0,30.8,23.5,90.6,31.6,3.0
20.6,1.4,31.6,23.8,87.0,15.5,4.3
17.0,1.2,31.8,23.8,85.6,8.9,3.7
15.6,1.8,30.7,24.6,89.2,14.6,3.4
18.0,2.2,31.5,24.0,90.1,25.1,3.8
14.2,0.8,31.8,23.9,89.5,24.6,3.1
14.4,1.3,31.6,23.7,91.5,24.6,3.1
16.0,1.2,31.0,23.7,89.4,15.1,3.4
14.3,1.8,29.7,23.9,88.8,3.3,3.1
17.3,1.8,31.6,23.2,89.9,14.2,3.7
12.0,1.9,30.6,21.5,94.2,6.7,2.6
11.1,0.4,29.3,21.5,87.5,33.8,2.4
9.8,0.8,30.1,23.7,90.8,0.2,2.3
20.8,0.8,32.8,23.4,84.8,0.4,4.4
19.2,1.3,32.2,24.2,85.2,9.8,4.1
15.4,1.1,32.0,25.2,89.1,4.5,3.4
12.8,1.2,31.0,22.7,89.5,24.0,2.8
22.0,1.5,33.1,23.8,83.8,5.2,4.7
22.2,1.7,32.8,24.5,84.9,1.1,4.8
19.1,2.0,31.1,24.2,84.6,0.4,4.1
17.3,1.5,30.8,23.8,89.4,9.9,3.6
17.0,0.8,31.0,24.6,88.1,6.5,3.6
11.9,1.4,29.3,24.0,90.9,18.3,2.6
15.5,1.6,30.5,24.4,89.4,22.5,3.3
12.7,1.9,29.5,23.2,91.5,53.4,2.7
10.9,1.5,31.2,23.4,90.2,17.0,2.6
16.8,0.7,31.9,23.7,88.1,7.3,3.6
10.2,0.7,28.9,23.6,91.2,11.8,2.3
18.5,1.0,32.8,23.6,85.1,12.4,4.0
18.0,1.9,33.8,24.0,88.4,4.6,4.0
16.5,1.0,31.8,24.0,89.8,8.3,3.5
21.5,1.5,32.8,23.7,86.7,11.5,4.5
14.6,1.0,31.2,23.6,87.7,22.4,3.2
16.1,0.4,30.9,23.7,87.4,18.8,3.4
15.6,0.8,29.5,24.0,90.1,18.8,3.2
16.3,0.6,31.1,23.7,87.2,7.7,3.4
19.0,0.5,32.8,23.2,84.9,12.8,4.0
18.2,1.9,32.8,24.6,84.4,13.8,4.1
12.9,1.3,27.9,24.2,94.1,7.0,2.6
13.3,0.5,30.1,24.3,90.3,10.2,2.8
19.7,1.3,31.2,23.0,88.2,6.3,4.0
17.7,1.1,32.4,25.2,86.2,6.8,3.9
16.8,1.0,30.9,24.8,86.4,15.7,3.6
15.0,0.5,29.9,24.2,86.9,46.2,3.1
17.8,1.2,31.5,23.7,82.6,13.6,3.8
15.3,1.1,31.5,24.2,87.1,7.7,3.3
9.9,1.6,27.9,25.0,92.8,10.0,2.2
12.8,1.1,27.9,24.5,90.6,30.3,2.7
14.0,1.8,31.2,23.3,89.9,46.8,3.1
14.0,1.3,30.3,24.2,88.2,16.6,3.0
20.7,1.8,31.9,24.5,84.0,4.1,4.4
22.2,1.8,32.8,24.6,83.7,1.3,4.7
15.9,2.1,30.5,24.4,85.6,0.1,3.5
17.2,0.6,32.0,23.8,84.2,9.1,3.6
16.5,1.3,31.8,24.5,86.3,0.0,3.6
17.3,2.1,32.2,24.2,87.1,0.0,3.8
20.1,1.8,33.0,24.0,84.4,11.8,4.4
15.7,1.9,30.9,24.3,86.4,3.7,3.5
10.8,1.0,28.1,23.7,89.6,37.4,2.3
14.8,1.2,30.9,24.0,86.3,12.8,3.2
20.7,0.9,33.0,22.6,84.4,4.5,4.3
19.9,0.8,33.8,24.2,84.8,1.4,4.2
14.4,1.6,31.9,23.7,88.2,12.7,3.2
21.0,1.7,32.8,22.9,86.6,10.4,4.4
17.8,1.4,32.4,23.0,85.4,6.8,3.8
19.5,1.5,32.7,23.2,84.8,11.4,4.1
20.8,1.0,32.8,23.7,83.7,2.5,4.3
15.1,0.6,30.9,23.6,89.4,1.6,3.2
16.1,1.6,31.2,22.3,87.4,30.6,3.4
15.9,0.8,31.1,23.2,88.6,12.2,3.3
19.5,1.7,31.8,23.4,85.2,1.8,4.1
21.1,0.8,32.7,22.5,83.6,3.6,4.3
21.1,1.0,33.2,22.7,81.2,0.0,4.4
16.0,0.8,32.4,24.2,84.1,5.4,3.5
16.6,1.0,31.8,23.7,84.7,13.7,3.5
11.9,0.5,28.1,22.5,90.9,14.4,2.5
19.0,1.0,32.8,22.3,82.9,15.8,4.0
21.3,0.8,32.8,23.2,86.3,13.1,4.3
16.9,1.4,32.0,23.6,88.2,5.0,3.6
16.9,0.6,32.4,24.6,86.6,2.4,3.6
17.2,0.7,32.2,24.0,85.2,12.3,3.6
13.3,1.3,30.9,22.7,85.2,24.5,3.0
19.5,1.8,32.1,22.9,84.4,10.4,4.1
20.2,0.8,33.2,23.2,84.1,13.8,4.2
19.7,0.9,32.7,24.2,82.8,0.6,4.1
17.8,1.6,31.8,24.0,85.4,0.8,3.8
17.4,1.7,32.7,24.5,83.2,8.3,3.9
21.0,1.8,33.2,25.0,87.2,1.2,4.5
14.9,1.0,32.4,24.2,83.4,2.6,3.3
22.4,1.4,33.3,24.6,80.4,6.4,4.8
21.9,1.4,33.7,24.3,78.3,0.0,4.8
20.1,1.2,33.1,25.2,79.9,0.0,4.4
20.5,1.9,32.9,25.0,84.7,3.1,4.4
18.3,2.3,32.8,24.6,84.6,3.1,4.1
18.2,1.0,32.2,24.1,85.4,9.1,3.8
21.3,1.0,33.0,24.5,81.6,4.3,4.5
21.3,1.6,33.2,24.8,82.7,0.1,4.6
21.9,1.3,32.2,25.0,81.4,1.0,4.6
15.1,1.1,32.1,23.1,83.0,0.0,3.4
10.3,1.3,30.1,23.9,87.6,0.6,2.4
21.4,1.4,32.7,24.5,82.9,0.0,4.5
20.3,2.3,31.9,26.0,80.9,0.2,4.6
21.5,2.5,32.1,24.5,81.2,5.4,4.7
22.2,2.2,32.2,25.0,79.9,0.0,4.9
17.5,1.2,32.0,24.0,81.8,0.0,3.8
21.3,1.5,32.2,23.8,79.1,0.2,4.6
21.3,1.8,32.2,23.7,81.1,0.1,4.6
22.8,2.3,32.2,24.0,80.4,0.0,4.9
21.1,1.2,32.7,23.7,81.8,0.0,4.4
22.0,1.8,32.7,23.7,79.5,0.0,4.8
22.5,2.1,32.7,23.5,79.8,1.3,4.9
22.3,1.2,33.4,23.7,82.7,0.0,4.7
20.9,1.1,32.2,23.9,83.1,5.1,4.4
19.4,1.5,32.6,23.7,84.4,0.0,4.2
20.8,1.2,32.7,23.8,83.6,3.1,4.4
22.9,2.0,32.7,24.5,81.2,0.5,4.9
22.7,1.9,32.7,24.0,80.6,3.0,4.9
17.4,1.5,32.2,23.7,86.4,2.6,3.8
17.3,1.1,32.5,23.8,85.7,16.9,3.7
23.0,2.3,31.2,24.8,80.0,10.5,4.9
22.3,1.2,32.8,23.1,82.5,0.0,4.6
19.6,1.5,32.1,23.9,80.7,0.9,4.3
22.6,2.4,32.4,24.2,79.4,8.1,5.0
21.3,1.2,33.0,23.8,80.2,0.4,4.6
22.5,1.6,32.8,23.8,80.6,0.2,4.8
22.8,2.2,32.2,23.7,80.2,0.0,4.9
21.6,1.7,32.2,23.9,82.4,0.4,4.6
20.8,1.3,32.1,23.7,82.2,3.8,4.4
23.0,1.7,32.2,23.8,80.8,1.4,4.9
21.5,2.1,32.2,24.2,81.1,2.1,4.7
21.8,0.5,33.1,25.6,81.8,0.0,4.6
20.7,1.7,32.7,24.8,83.9,0.0,4.5
19.3,1.3,31.3,24.5,80.9,1.5,4.2
22.3,1.4,32.5,23.8,78.7,3.9,4.8
22.3,1.3,32.8,23.3,79.2,1.2,4.8
22.4,1.6,32.2,24.5,80.0,4.9,4.8
23.3,2.8,32.2,24.2,78.2,0.0,5.2
23.3,2.6,31.7,23.1,78.2,2.5,5.1
23.7,2.0,32.5,23.7,80.4,0.0,5.1
22.0,1.7,33.4,23.7,82.8,1.4,4.8
20.9,2.1,32.4,24.2,82.1,3.6,4.6
23.6,2.3,31.9,23.5,78.9,3.4,5.1
23.3,2.4,32.8,23.7,81.8,0.0,5.1
19.1,1.6,31.7,24.8,82.9,0.0,4.2
23.2,2.2,33.4,26.0,79.0,2.2,5.3
24.2,2.0,33.4,25.1,79.7,0.0,5.3
23.8,1.3,33.2,23.9,80.2,0.7,5.1
24.1,2.2,34.6,24.5,78.9,0.0,5.5
24.1,2.0,34.2,24.2,78.7,0.0,5.4
24.7,1.8,34.2,23.7,79.4,0.0,5.4
24.6,1.9,34.0,24.5,77.5,0.0,5.5
24.8,2.4,33.8,23.5,79.1,0.0,5.5
23.8,2.3,33.1,24.5,79.0,6.1,5.3
21.5,1.3,34.2,24.0,81.8,0.0,4.8
22.9,2.1,33.4,24.1,79.2,0.1,5.1
24.9,2.1,33.8,23.4,76.6,0.0,5.6
24.0,2.7,33.1,23.1,78.8,0.0,5.4
24.0,2.4,33.2,23.5,79.7,0.0,5.3
23.1,2.4,32.4,23.9,79.8,0.0,5.1
24.1,2.6,33.2,24.2,78.0,0.1,5.5
25.1,1.8,33.7,22.5,77.3,0.0,5.5
24.6,1.8,34.2,22.7,78.8,0.0,5.4
23.9,1.8,34.4,24.2,78.5,0.0,5.4
22.0,1.7,34.0,25.8,80.6,1.5,5.0
23.8,2.6,33.2,25.6,76.5,0.0,5.6
24.4,2.4,34.2,24.3,79.4,0.7,5.6
24.0,2.2,34.4,23.7,77.2,0.0,5.5
24.0,1.8,35.0,24.6,78.6,0.0,5.5
23.3,2.2,34.0,24.2,77.2,0.0,5.4
23.8,2.9,33.7,26.0,77.9,0.0,5.6
24.6,3.8,33.2,26.6,75.8,0.5,6.0
24.5,3.0,33.1,26.3,76.4,0.0,5.8
24.0,2.3,34.0,23.0,75.9,0.0,5.5
